,Date,stock,value,change
3017,5/27/2009,IBM,88.854104,1.709901886
3018,5/27/2009,SBUX,6.139163,2.313442402
3019,5/27/2009,AAPL,17.602312,1.518215334
3020,5/27/2009,GSPC,893.059998,1.541891814
3021,5/28/2009,MSFT,17.156974,2.151579876
3022,5/28/2009,IBM,90.373422,1.518766214
3023,5/28/2009,SBUX,6.281189,4.959888964
3024,5/28/2009,AAPL,17.869553,0.547870448
3025,5/28/2009,GSPC,906.830017,1.357475797
3026,5/29/2009,MSFT,17.52612,2.441361807
3027,5/29/2009,IBM,91.745983,1.966506806
3028,5/29/2009,SBUX,6.592729,3.683103006
3029,5/29/2009,AAPL,17.967455,2.606585073
3030,5/29/2009,GSPC,919.140015,2.581758993
3031,6/1/2009,MSFT,17.953996,0
3032,6/1/2009,IBM,93.550174,-1.421057752
3033,6/1/2009,SBUX,6.835546,-0.670231756
3034,6/1/2009,AAPL,18.435792,0.100467612
3035,6/1/2009,GSPC,942.869995,0.1983301
3036,6/2/2009,MSFT,17.953996,1.542057824
3037,6/2/2009,IBM,92.220772,-0.318266692
3038,6/2/2009,SBUX,6.789732,3.238861269
3039,6/2/2009,AAPL,18.454314,1.046665837
3040,6/2/2009,GSPC,944.73999,-1.373920882
3041,6/3/2009,MSFT,18.230857,0.460192299
3042,6/3/2009,IBM,91.927264,-0.150244872
3043,6/3/2009,SBUX,7.009642,-0.849672494
3044,6/3/2009,AAPL,18.647469,1.979432169
3045,6/3/2009,GSPC,931.76001,1.148365661
3046,6/4/2009,MSFT,18.314754,1.420062754
3047,6/4/2009,IBM,91.789148,0.855822303
3048,6/4/2009,SBUX,6.950083,-0.527360608
3049,6/4/2009,AAPL,19.016583,0.646998464
3050,6/4/2009,GSPC,942.460022,-0.251469022
3051,6/5/2009,MSFT,18.574835,-0.406506976
3052,6/5/2009,IBM,92.5747,0.233122008
3053,6/5/2009,SBUX,6.913431,-0.795220203
3054,6/5/2009,AAPL,19.13962,-0.566813761
3055,6/5/2009,GSPC,940.090027,-0.101055428
3056,6/8/2009,MSFT,18.499327,0.136059004
3057,6/8/2009,IBM,92.790512,0.604708378
3058,6/8/2009,SBUX,6.858454,1.536395812
3059,6/8/2009,AAPL,19.031134,-0.785539107
3060,6/8/2009,GSPC,939.140015,0.350318158
3061,6/9/2009,MSFT,18.524497,2.128619201
3062,6/9/2009,IBM,93.351624,0.194192658
3063,6/9/2009,SBUX,6.963827,-1.973684872
3064,6/9/2009,AAPL,18.881637,-1.730655027
3065,6/9/2009,GSPC,942.429993,-0.348033172
3066,6/10/2009,MSFT,18.918813,1.241689952
3067,6/10/2009,IBM,93.532906,0.969083544
3068,6/10/2009,SBUX,6.826383,-4.295290786
3069,6/10/2009,AAPL,18.554861,-0.21390621
3070,6/10/2009,GSPC,939.150024,0.611189997
3071,6/11/2009,MSFT,19.153726,2.190101289
3072,6/11/2009,IBM,94.439318,-1.087753514
3073,6/11/2009,SBUX,6.53317,2.033652882
3074,6/11/2009,AAPL,18.515171,-2.129334911
3075,6/11/2009,GSPC,944.890015,0.13969954
3076,6/12/2009,MSFT,19.573212,0.385767037
3077,6/12/2009,IBM,93.412051,-0.545232649
3078,6/12/2009,SBUX,6.666032,-2.955326347
3079,6/12/2009,AAPL,18.120921,-0.642472863
3080,6/12/2009,GSPC,946.210022,-2.376856139
3081,6/15/2009,MSFT,19.648719,0.128099954
3082,6/15/2009,IBM,92.902738,-0.278761429
3083,6/15/2009,SBUX,6.469029,-0.849849336
3084,6/15/2009,AAPL,18.004499,0.191046693
3085,6/15/2009,GSPC,923.719971,-1.272030525
3086,6/16/2009,MSFT,19.673889,0.980807607
3087,6/16/2009,IBM,92.643761,-0.298173344
3088,6/16/2009,SBUX,6.414052,2.142857588
3089,6/16/2009,AAPL,18.038896,-0.564718595
3090,6/16/2009,GSPC,911.969971,-0.138156852
3091,6/17/2009,MSFT,19.866852,-0.760135526
3092,6/17/2009,IBM,92.367522,-0.626165981
3093,6/17/2009,SBUX,6.551496,-1.328673634
3094,6/17/2009,AAPL,17.937027,0.221268552
3095,6/17/2009,GSPC,910.710022,0.841099012
3096,6/18/2009,MSFT,19.715837,2.425532327
3097,6/18/2009,IBM,91.789148,-0.413808177
3098,6/18/2009,SBUX,6.464448,0.921331566
3099,6/18/2009,AAPL,17.976716,2.649399367
3100,6/18/2009,GSPC,918.369995,0.311419691
3101,6/19/2009,MSFT,20.194051,-3.282090354
3102,6/19/2009,IBM,91.409317,-1.293798093
3103,6/19/2009,SBUX,6.524007,-3.721915075
3104,6/19/2009,AAPL,18.452991,-1.512757471
3105,6/19/2009,GSPC,921.22998,-3.060039579
3106,6/22/2009,MSFT,19.531264,0.257730375
3107,6/22/2009,IBM,90.226665,-0.076535024
3108,6/22/2009,SBUX,6.281189,3.282276652
3109,6/22/2009,AAPL,18.173842,-2.445960518
3110,6/22/2009,GSPC,893.039978,0.23067254
3111,6/23/2009,MSFT,19.581602,0.556976901
3112,6/23/2009,IBM,90.15761,-0.277672622
3113,6/23/2009,SBUX,6.487355,0.353102304
3114,6/23/2009,AAPL,17.729317,1.649132902
3115,6/23/2009,GSPC,895.099976,0.65244399
3116,6/24/2009,MSFT,19.690667,1.363453051
3117,6/24/2009,IBM,89.907267,1.833889579
3118,6/24/2009,SBUX,6.510262,4.433508206
3119,6/24/2009,AAPL,18.021697,2.672151241
3120,6/24/2009,GSPC,900.940002,2.144427815
3121,6/25/2009,MSFT,19.95914,-1.849518566
3122,6/25/2009,IBM,91.556067,-0.358285377
3123,6/25/2009,SBUX,6.798895,-2.088957103
3124,6/25/2009,AAPL,18.503264,1.844701562
3125,6/25/2009,GSPC,920.26001,-0.147782799
3126,6/26/2009,MSFT,19.589992,2.184156073
3127,6/26/2009,IBM,91.228035,0.14193992
3128,6/26/2009,SBUX,6.656869,0.757067624
3129,6/26/2009,AAPL,18.844594,-0.329962004
3130,6/26/2009,GSPC,918.900024,0.906513852
3131,6/29/2009,MSFT,20.017868,-0.377203007
3132,6/29/2009,IBM,91.357524,-1.332329234
3133,6/29/2009,SBUX,6.707266,-5.122951736
3134,6/29/2009,AAPL,18.782414,0.324010535
3135,6/29/2009,GSPC,927.22998,-0.853075631
3136,6/30/2009,MSFT,19.94236,1.135888631
3137,6/30/2009,IBM,90.140341,0.402220577
3138,6/30/2009,SBUX,6.363656,0.791934699
3139,6/30/2009,AAPL,18.843271,0.280837653
3140,6/30/2009,GSPC,919.320007,0.436193052
3141,7/1/2009,MSFT,20.168883,-2.787020977
3142,7/1/2009,IBM,90.502904,-2.966418625
3143,7/1/2009,SBUX,6.414052,-4.357152078
3144,7/1/2009,AAPL,18.89619,-1.967370142
3145,7/1/2009,GSPC,923.330017,-2.914454583
3146,7/2/2009,MSFT,19.606772,-0.727432338
3147,7/2/2009,IBM,87.818209,-0.078642005
3148,7/2/2009,SBUX,6.134582,0.074675015
3149,7/2/2009,AAPL,18.524432,-1.007005235
3150,7/2/2009,GSPC,896.419983,0.256574825
3151,7/6/2009,MSFT,19.464146,-2.887930454
3152,7/6/2009,IBM,87.749147,-1.436300002
3153,7/6/2009,SBUX,6.139163,-3.208939069
3154,7/6/2009,AAPL,18.33789,-2.315844407
3155,7/6/2009,GSPC,898.719971,-1.968348604
3156,7/7/2009,MSFT,18.902035,0.133149685
3157,7/7/2009,IBM,86.488806,0.489069071
3158,7/7/2009,SBUX,5.942161,0.539702644
3159,7/7/2009,AAPL,17.913213,1.344164221
3160,7/7/2009,GSPC,881.030029,-0.166853677
3161,7/8/2009,MSFT,18.927203,-0.531911662
3162,7/8/2009,IBM,86.911796,1.390545421
3163,7/8/2009,SBUX,5.974231,4.601228175
3164,7/8/2009,AAPL,18.153996,-0.626732539
3165,7/8/2009,GSPC,879.559998,0.354722248
3166,7/9/2009,MSFT,18.826527,-0.222818579
3167,7/9/2009,IBM,88.120344,-1.224529945
3168,7/9/2009,SBUX,6.249119,-1.392964352
3169,7/9/2009,AAPL,18.040219,1.584049506
3170,7/9/2009,GSPC,882.679993,-0.402182901
3171,7/10/2009,MSFT,18.784578,3.751673314
3172,7/10/2009,IBM,87.041284,2.767035238
3173,7/10/2009,SBUX,6.162071,4.460967749
3174,7/10/2009,AAPL,18.325985,2.757718071
3175,7/10/2009,GSPC,879.130005,2.493372183
3176,7/13/2009,MSFT,19.489314,-0.516565129
3177,7/13/2009,IBM,89.449747,-0.357076471
3178,7/13/2009,SBUX,6.436959,0.427049481
3179,7/13/2009,AAPL,18.831364,-0.049178594
3180,7/13/2009,GSPC,901.049988,0.531606355
3181,7/14/2009,MSFT,19.388639,4.370399593
3182,7/14/2009,IBM,89.130343,3.845037374
3183,7/14/2009,SBUX,6.464448,2.197016667
3184,7/14/2009,AAPL,18.822103,3.240318045
3185,7/14/2009,GSPC,905.840027,2.962991831
3186,7/15/2009,MSFT,20.236,1.326699941
3187,7/15/2009,IBM,92.557438,3.189701513
3188,7/15/2009,SBUX,6.606473,-0.069341084
3189,7/15/2009,AAPL,19.431999,0.435729747
3190,7/15/2009,GSPC,932.679993,0.864176037
3191,7/16/2009,MSFT,20.504471,-0.613744193
3192,7/16/2009,IBM,95.509744,4.320317307
3193,7/16/2009,SBUX,6.601892,0.208182745
3194,7/16/2009,AAPL,19.51667,2.86741027
3195,7/16/2009,GSPC,940.73999,-0.038266153
3196,7/17/2009,MSFT,20.378626,0.988059745
3197,7/17/2009,IBM,99.636068,0.883732184
3198,7/17/2009,SBUX,6.615636,3.324094615
3199,7/17/2009,AAPL,20.076293,0.764414028
3200,7/17/2009,GSPC,940.380005,1.143154889
3201,7/20/2009,MSFT,20.579979,1.222989586
3202,7/20/2009,IBM,100.516584,0.515286114
3203,7/20/2009,SBUX,6.835546,-1.541544743
3204,7/20/2009,AAPL,20.229759,-0.915571955
3205,7/20/2009,GSPC,951.130005,0.362727701
3206,7/21/2009,MSFT,20.83167,-0.120825647
3207,7/21/2009,IBM,101.034532,-1.25598246
3208,7/21/2009,SBUX,6.730173,18.37983957
3209,7/21/2009,AAPL,20.044541,3.451917407
3210,7/21/2009,GSPC,954.580017,-0.053427685
3211,7/22/2009,MSFT,20.8065,3.0645183
3212,7/22/2009,IBM,99.765556,1.289260594
3213,7/22/2009,SBUX,7.967168,-0.747555468
3214,7/22/2009,AAPL,20.736462,0.689037503
3215,7/22/2009,GSPC,954.070007,2.328966516
3216,7/23/2009,MSFT,21.444119,-8.25508383
3217,7/23/2009,IBM,101.051794,0.495473638
3218,7/23/2009,SBUX,7.907609,-0.231751469
3219,7/23/2009,AAPL,20.879344,1.374990517
3220,7/23/2009,GSPC,976.289978,0.304216172
3221,7/24/2009,MSFT,19.673889,-1.449891275
3222,7/24/2009,IBM,101.552479,-0.008502008
3223,7/24/2009,SBUX,7.889283,0.464579608
3224,7/24/2009,AAPL,21.166433,0.06875509
3225,7/24/2009,GSPC,979.26001,0.298182604
3226,7/27/2009,MSFT,19.388639,1.557757613
3227,7/27/2009,IBM,101.543845,-0.297542406
3228,7/27/2009,SBUX,7.925935,0.346823435
3229,7/27/2009,AAPL,21.180986,-0.062461681
3230,7/27/2009,GSPC,982.179993,-0.260644487
3231,7/28/2009,MSFT,19.690667,1.406051913
3232,7/28/2009,IBM,101.241709,-0.017050285
3233,7/28/2009,SBUX,7.953424,-1.152069851
3234,7/28/2009,AAPL,21.167756,0.018750216
3235,7/28/2009,GSPC,979.619995,-0.456296423
3236,7/29/2009,MSFT,19.967528,0.042018221
3237,7/29/2009,IBM,101.224447,0.511682716
3238,7/29/2009,SBUX,7.861795,2.738916494
3239,7/29/2009,AAPL,21.171725,1.724672883
3240,7/29/2009,GSPC,975.150024,1.18955809
3241,7/30/2009,MSFT,19.975918,-1.21797156
3242,7/30/2009,IBM,101.742395,0.059392154
3243,7/30/2009,SBUX,8.077123,0.397059696
3244,7/30/2009,AAPL,21.536868,0.368572626
3245,7/30/2009,GSPC,986.75,0.073978211
3246,7/31/2009,MSFT,19.732617,1.318025886
3247,7/31/2009,IBM,101.802822,1.68743947
3248,7/31/2009,SBUX,8.109194,3.22034471
3249,7/31/2009,AAPL,21.616247,1.860581996
3250,7/31/2009,GSPC,987.47998,1.534210851
3251,8/3/2009,MSFT,19.992698,-0.251781926
3252,8/3/2009,IBM,103.520683,-0.26684426
3253,8/3/2009,SBUX,8.370338,2.353584766
3254,8/3/2009,AAPL,22.018435,-0.528756926
3255,8/3/2009,GSPC,1002.630005,0.301209717
3256,8/4/2009,MSFT,19.94236,0.168274968
3257,8/4/2009,IBM,103.244444,-0.944814038
3258,8/4/2009,SBUX,8.567341,-1.069526706
3259,8/4/2009,AAPL,21.902011,-0.265779247
3260,8/4/2009,GSPC,1005.650024,-0.291359114
3261,8/5/2009,MSFT,19.975918,-1.469969991
3262,8/5/2009,IBM,102.268976,-0.457946308
3263,8/5/2009,SBUX,8.475711,-1.081089244
3264,8/5/2009,AAPL,21.8438,-0.726787464
3265,8/5/2009,GSPC,1002.719971,-0.56246551
3266,8/6/2009,MSFT,19.682278,0.426256554
3267,8/6/2009,IBM,101.800639,1.661275427
3268,8/6/2009,SBUX,8.384081,3.989083598
3269,8/6/2009,AAPL,21.685042,0.97614291
3270,8/6/2009,GSPC,997.080017,1.343920525
3271,8/7/2009,MSFT,19.766175,-0.594227259
3272,8/7/2009,IBM,103.491828,-0.52795183
3273,8/7/2009,SBUX,8.718529,0.893327303
3274,8/7/2009,AAPL,21.896719,-0.477304385
3275,8/7/2009,GSPC,1010.47998,-0.3344949
3276,8/10/2009,MSFT,19.648719,-1.23825884
3277,8/10/2009,IBM,102.945441,-0.766635212
3278,8/10/2009,SBUX,8.796414,-1.770835252
3279,8/10/2009,AAPL,21.792205,-1.147405689
3280,8/10/2009,GSPC,1007.099976,-1.26601135
3281,8/11/2009,MSFT,19.405417,1.729362476
3282,8/11/2009,IBM,102.156225,1.273452499
3283,8/11/2009,SBUX,8.640644,1.961821364
3284,8/11/2009,AAPL,21.54216,1.523064539
3285,8/11/2009,GSPC,994.349976,1.152513931
3286,8/12/2009,MSFT,19.741007,0.382488087
3287,8/12/2009,IBM,103.457136,0.243105512
3288,8/12/2009,SBUX,8.810158,2.132084351
3289,8/12/2009,AAPL,21.870261,1.881308138
3290,8/12/2009,GSPC,1005.809998,0.688000916
3291,8/13/2009,MSFT,19.816514,0.296358885
3292,8/13/2009,IBM,103.708646,-0.844624854
3293,8/13/2009,SBUX,8.997998,-2.647655623
3294,8/13/2009,AAPL,22.281708,-0.973753897
3295,8/13/2009,GSPC,1012.72998,-0.85313491
3296,8/14/2009,MSFT,19.875242,-1.857325813
3297,8/14/2009,IBM,102.832697,-1.442185261
3298,8/14/2009,SBUX,8.759762,-2.615059633
3299,8/14/2009,AAPL,22.064739,-4.311072975
3300,8/14/2009,GSPC,1004.090027,-2.426081959
3301,8/17/2009,MSFT,19.506094,1.989614118
3302,8/17/2009,IBM,101.349659,0.658906016
3303,8/17/2009,SBUX,8.530689,2.09452015
3304,8/17/2009,AAPL,21.113512,2.763334683
3305,8/17/2009,GSPC,979.72998,1.014565564
3306,8/18/2009,MSFT,19.89419,0.296860541
3307,8/18/2009,IBM,102.017458,0.799117147
3308,8/18/2009,SBUX,8.709366,0.57864143
3309,8/18/2009,AAPL,21.696949,0.365853282
3310,8/18/2009,GSPC,989.669983,0.686091234
3311,8/19/2009,MSFT,19.953248,0.084567685
3312,8/19/2009,IBM,102.832697,0.320483669
3313,8/19/2009,SBUX,8.759762,0.523005077
3314,8/19/2009,AAPL,21.776328,1.051035785
3315,8/19/2009,GSPC,996.460022,1.094873127
3316,8/20/2009,MSFT,19.970122,3.12632041
3317,8/20/2009,IBM,103.162259,0.798659324
3318,8/20/2009,SBUX,8.805576,2.549430043
3319,8/20/2009,AAPL,22.005205,1.737507103
3320,8/20/2009,GSPC,1007.369995,1.862276035
3321,8/21/2009,MSFT,20.594452,0.942234345
3322,8/21/2009,IBM,103.986174,-0.483738348
3323,8/21/2009,SBUX,9.030068,-2.384577835
3324,8/21/2009,AAPL,22.387547,-0.094552565
3325,8/21/2009,GSPC,1026.130005,-0.054579731
3326,8/24/2009,MSFT,20.7885,0
3327,8/24/2009,IBM,103.483153,-0.410658148
3328,8/24/2009,SBUX,8.814739,1.351361623
3329,8/24/2009,AAPL,22.366379,0.20111436
3330,8/24/2009,GSPC,1025.569946,0.236946686
3331,8/25/2009,MSFT,20.7885,-0.365259639
3332,8/25/2009,IBM,103.058191,0.53858407
3333,8/25/2009,SBUX,8.933858,-0.769230941
3334,8/25/2009,AAPL,22.411361,-1.174734546
3335,8/25/2009,GSPC,1028,0.011672665
3336,8/26/2009,MSFT,20.712568,0.570267289
3337,8/26/2009,IBM,103.613246,-0.033482206
3338,8/26/2009,SBUX,8.865136,0.465114128
3339,8/26/2009,AAPL,22.148087,1.218570254
3340,8/26/2009,GSPC,1028.119995,0.278176187
3341,8/27/2009,MSFT,20.830685,-0.040502749
3342,8/27/2009,IBM,103.578554,-1.013145057
3343,8/27/2009,SBUX,8.906369,-0.565842264
3344,8/27/2009,AAPL,22.417977,0.354077444
3345,8/27/2009,GSPC,1030.97998,-0.198832765
3346,8/28/2009,MSFT,20.822248,-0.12155748
3347,8/28/2009,IBM,102.529153,-0.143798125
3348,8/28/2009,SBUX,8.855973,-1.758925868
3349,8/28/2009,AAPL,22.497354,-1.082029469
3350,8/28/2009,GSPC,1028.930054,-0.807640808
3351,8/31/2009,MSFT,20.796937,-2.636917158
3352,8/31/2009,IBM,102.381718,-1.152055292
3353,8/31/2009,SBUX,8.700203,-2.264349464
3354,8/31/2009,AAPL,22.253926,-1.729977892
3355,8/31/2009,GSPC,1020.619995,-2.212382386
3356,9/1/2009,MSFT,20.248539,-0.583330975
3357,9/1/2009,IBM,101.202224,-0.514187317
3358,9/1/2009,SBUX,8.5032,0
3359,9/1/2009,AAPL,21.868938,-0.072600691
3360,9/1/2009,GSPC,998.039978,-0.329643909
3361,9/2/2009,MSFT,20.130423,1.047782255
3362,9/2/2009,IBM,100.681855,0.206740331
3363,9/2/2009,SBUX,8.5032,0.700430426
3364,9/2/2009,AAPL,21.853061,0.829394106
3365,9/2/2009,GSPC,994.75,0.853479769
3366,9/3/2009,MSFT,20.341346,2.115302498
3367,9/3/2009,IBM,100.890005,0.971372734
3368,9/3/2009,SBUX,8.562759,1.765645863
3369,9/3/2009,AAPL,22.034309,2.257583843
3370,9/3/2009,GSPC,1003.23999,1.311753332
3371,9/4/2009,MSFT,20.771627,0.812343684
3372,9/4/2009,IBM,101.870023,-0.255402907
3373,9/4/2009,SBUX,8.713947,0.946379408
3374,9/4/2009,AAPL,22.531752,1.538375711
3375,9/4/2009,GSPC,1016.400024,0.884493387
3376,9/8/2009,MSFT,20.940364,-0.161152882
3377,9/8/2009,IBM,101.609844,-0.341414755
3378,9/8/2009,SBUX,8.796414,4.635411658
3379,9/8/2009,AAPL,22.878375,-1.035099739
3380,9/8/2009,GSPC,1025.390015,0.778238512
3381,9/9/2009,MSFT,20.906618,0.887809783
3382,9/9/2009,IBM,101.262933,0.779373041
3383,9/9/2009,SBUX,9.204164,-0.597316606
3384,9/9/2009,AAPL,22.641561,0.82972636
3385,9/9/2009,GSPC,1033.369995,1.042223023
3386,9/10/2009,MSFT,21.092229,-0.559997713
3387,9/10/2009,IBM,102.052149,0.322941754
3388,9/10/2009,SBUX,9.149186,-0.400603944
3389,9/10/2009,AAPL,22.829424,-0.231801731
3390,9/10/2009,GSPC,1044.140015,-0.135042713
3391,9/11/2009,MSFT,20.974113,0.563151348
3392,9/11/2009,IBM,102.381718,0.703086463
3393,9/11/2009,SBUX,9.112534,0.955266669
3394,9/11/2009,AAPL,22.776505,0.906131121
3395,9/11/2009,GSPC,1042.72998,0.633911571
3396,9/14/2009,MSFT,21.092229,0.800000797
3397,9/14/2009,IBM,103.10155,0.395357781
3398,9/14/2009,SBUX,9.199583,-1.444228505
3399,9/14/2009,AAPL,22.98289,0.828920993
3400,9/14/2009,GSPC,1049.339966,0.313534136
3401,9/15/2009,MSFT,21.260967,0
3402,9/15/2009,IBM,103.50917,2.069545143
3403,9/15/2009,SBUX,9.06672,0.303185717
3404,9/15/2009,AAPL,23.1734,3.830780119
3405,9/15/2009,GSPC,1052.630005,1.532352766
3406,9/16/2009,MSFT,21.260967,0.396821085
3407,9/16/2009,IBM,105.651339,0.049250677
3408,9/16/2009,SBUX,9.094209,1.158693406
3409,9/16/2009,AAPL,24.061122,1.473584648
3410,9/16/2009,GSPC,1068.76001,-0.305963918
3411,9/17/2009,MSFT,21.345335,-0.158100119
3412,9/17/2009,IBM,105.703373,0.188712994
3413,9/17/2009,SBUX,9.199583,3.386446973
3414,9/17/2009,AAPL,24.415683,0.254672376
3415,9/17/2009,GSPC,1065.48999,0.263733965
3416,9/18/2009,MSFT,21.311588,0.158350471
3417,9/18/2009,IBM,105.902849,-0.442225119
3418,9/18/2009,SBUX,9.511122,-0.433524036
3419,9/18/2009,AAPL,24.477863,-0.540480188
3420,9/18/2009,GSPC,1068.300049,-0.340729648
3421,9/21/2009,MSFT,21.345335,1.857712704
3422,9/21/2009,IBM,105.43452,0.032903835
3423,9/21/2009,SBUX,9.469889,-0.967593179
3424,9/21/2009,AAPL,24.345565,0.249971607
3425,9/21/2009,GSPC,1064.660034,0.657486876
3426,9/22/2009,MSFT,21.74187,-0.232836458
3427,9/22/2009,IBM,105.469212,-0.649618962
3428,9/22/2009,SBUX,9.378259,-3.810440723
3429,9/22/2009,AAPL,24.406422,0.552903658
3430,9/22/2009,GSPC,1071.660034,-1.006852795
3431,9/23/2009,MSFT,21.691247,0.894600481
3432,9/23/2009,IBM,104.784064,0.099324264
3433,9/23/2009,SBUX,9.020906,-2.64094316
3434,9/23/2009,AAPL,24.541366,-0.905658634
3435,9/23/2009,GSPC,1060.869995,-0.951102967
3436,9/24/2009,MSFT,21.885297,-1.503475141
3437,9/24/2009,IBM,104.88814,0.115759513
3438,9/24/2009,SBUX,8.782669,3.442882796
3439,9/24/2009,AAPL,24.319105,-0.788820148
3440,9/24/2009,GSPC,1050.780029,-0.609073624
3441,9/25/2009,MSFT,21.556257,1.095895266
3442,9/25/2009,IBM,105.009558,-1.445325577
3443,9/25/2009,SBUX,9.085046,3.983865354
3444,9/25/2009,AAPL,24.127271,2.072712658
3445,9/25/2009,GSPC,1044.380005,1.780958551
3446,9/28/2009,MSFT,21.792491,-0.309721362
3447,9/28/2009,IBM,103.491828,-0.435770639
3448,9/28/2009,SBUX,9.446982,-1.163927273
3449,9/28/2009,AAPL,24.62736,-0.413645636
3450,9/28/2009,GSPC,1062.97998,-0.222957633
3451,9/29/2009,MSFT,21.724995,-0.116506356
3452,9/29/2009,IBM,103.040841,0.6733466
3453,9/29/2009,SBUX,9.337026,1.324832982
3454,9/29/2009,AAPL,24.52549,-0.016183163
3455,9/29/2009,GSPC,1060.609985,-0.332830074
3456,9/30/2009,MSFT,21.699684,-3.265941569
3457,9/30/2009,IBM,103.734663,-1.429645556
3458,9/30/2009,SBUX,9.460726,-3.292981955
3459,9/30/2009,AAPL,24.521521,-2.422443534
3460,9/30/2009,GSPC,1057.079956,-2.575962191
3461,10/1/2009,MSFT,20.990985,0.321542796
3462,10/1/2009,IBM,102.251625,0.949953607
3463,10/1/2009,SBUX,9.149186,-1.151719945
3464,10/1/2009,AAPL,23.927501,2.233772762
3465,10/1/2009,GSPC,1029.849976,-0.450552518
3466,10/2/2009,MSFT,21.05848,-1.282048847
3467,10/2/2009,IBM,103.222968,0.613345084
3468,10/2/2009,SBUX,9.043813,1.621064036
3469,10/2/2009,AAPL,24.461987,0.60573166
3470,10/2/2009,GSPC,1025.209961,1.487500179
3471,10/5/2009,MSFT,20.7885,1.907472882
3472,10/5/2009,IBM,103.856081,1.336116274
3473,10/5/2009,SBUX,9.190419,2.342983492
3474,10/5/2009,AAPL,24.610161,2.144931112
3475,10/5/2009,GSPC,1040.459961,1.370548655
3476,10/6/2009,MSFT,21.185035,-0.039825282
3477,10/6/2009,IBM,105.243719,1.178409516
3478,10/6/2009,SBUX,9.405749,-0.633229741
3479,10/6/2009,AAPL,25.138032,0.126310604
3480,10/6/2009,GSPC,1054.719971,0.2711606
3481,10/7/2009,MSFT,21.176598,2.270912448
3482,10/7/2009,IBM,106.483921,-0.399086544
3483,10/7/2009,SBUX,9.346189,0.343134512
3484,10/7/2009,AAPL,25.169784,-0.515109705
3485,10/7/2009,GSPC,1057.579956,0.746990708
3486,10/8/2009,MSFT,21.6575,-0.467473162
3487,10/8/2009,IBM,106.058958,2.976531223
3488,10/8/2009,SBUX,9.378259,-1.123588077
3489,10/8/2009,AAPL,25.040132,0.634010236
3490,10/8/2009,GSPC,1065.47998,0.564065971
3491,10/9/2009,MSFT,21.556257,0.665361338
3492,10/9/2009,IBM,109.215836,0.881442687
3493,10/9/2009,SBUX,9.272886,0.592889851
3494,10/9/2009,AAPL,25.198889,0.17850787
3495,10/9/2009,GSPC,1071.48999,0.438636949
3496,10/12/2009,MSFT,21.699684,0.349922146
3497,10/12/2009,IBM,110.178511,-0.015746265
3498,10/12/2009,SBUX,9.327864,-0.834971436
3499,10/12/2009,AAPL,25.243871,-0.41402525
3500,10/12/2009,GSPC,1076.189941,-0.278761201
3501,10/13/2009,MSFT,21.775616,0.581168404
3502,10/13/2009,IBM,110.161162,1.047085905
3503,10/13/2009,SBUX,9.249979,1.73352826
3504,10/13/2009,AAPL,25.139355,0.668350481
3505,10/13/2009,GSPC,1073.189941,1.754589591
3506,10/14/2009,MSFT,21.902169,2.889060896
3507,10/14/2009,IBM,111.314644,-0.288275638
3508,10/14/2009,SBUX,9.41033,0.876334836
3509,10/14/2009,AAPL,25.307374,-0.381619997
3510,10/14/2009,GSPC,1092.02002,0.415746865
3511,10/15/2009,MSFT,22.534936,-0.786219229
3512,10/15/2009,IBM,110.993751,-4.953902315
3513,10/15/2009,SBUX,9.492796,-0.386103315
3514,10/15/2009,AAPL,25.210796,-1.317165868
3515,10/15/2009,GSPC,1096.560059,-0.809805621
3516,10/16/2009,MSFT,22.357762,-0.528299747
3517,10/16/2009,IBM,105.495229,1.167377911
3518,10/16/2009,SBUX,9.456144,1.453499439
3519,10/16/2009,AAPL,24.878728,0.962509016
3520,10/16/2009,GSPC,1087.680054,0.940532095
3521,10/19/2009,MSFT,22.239646,0.037936755
3522,10/19/2009,IBM,106.726757,-0.195025133
3523,10/19/2009,SBUX,9.593589,-1.957974226
3524,10/19/2009,AAPL,25.118188,4.687658998
3525,10/19/2009,GSPC,1097.910034,-0.62391041
3526,10/20/2009,MSFT,22.248083,0.796356252
3527,10/20/2009,IBM,106.518613,-1.587686839
3528,10/20/2009,SBUX,9.405749,-0.925476536
3529,10/20/2009,AAPL,26.295643,3.099220658
3530,10/20/2009,GSPC,1091.060059,-0.885380683
3531,10/21/2009,MSFT,22.425257,0.037622757
3532,10/21/2009,IBM,104.827431,1.505749006
3533,10/21/2009,SBUX,9.318701,1.573245026
3534,10/21/2009,AAPL,27.110603,0.136636577
3535,10/21/2009,GSPC,1081.400024,1.064361915
3536,10/22/2009,MSFT,22.433694,5.377964057
3537,10/22/2009,IBM,106.405869,-1.899096374
3538,10/22/2009,SBUX,9.465307,-1.887693659
3539,10/22/2009,AAPL,27.147646,-0.614038506
3540,10/22/2009,GSPC,1092.910034,-1.217854863
3541,10/23/2009,MSFT,23.64017,2.355461065
3542,10/23/2009,IBM,104.385119,-0.207709683
3543,10/23/2009,SBUX,9.286631,-1.085355927
3544,10/23/2009,AAPL,26.980949,-0.715894018
3545,10/23/2009,GSPC,1079.599976,-1.171732612
3546,10/26/2009,MSFT,24.197005,-0.313807432
3547,10/26/2009,IBM,104.168301,0.449587826
3548,10/26/2009,SBUX,9.185838,-4.788022606
